date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,month,weekday
11/18/2019,0.7,8,33,31,0.015,14,31,29,12.4,52,2,3,52,53,33,43,11,0
11/19/2019,0.7,8,26,25,0.004,4,22,20,33.3,96,0,0,96,43,30,36.5,11,1
11/20/2019,0.3,3,,,0.026,24,16,15,15.5,58,0,0,58,45,37,41,11,2
11/21/2019,0.3,3,,,0.024,22,32,30,15.3,58,7,10,58,54,35,44.5,11,3
11/22/2019,0.3,3,24,23,0.02,19,9,8,5,21,0,0,23,53,27,40,11,4
11/23/2019,0.3,3,23,22,0.017,16,20,19,10.7,45,4,6,45,46,23,34.5,11,5
11/24/2019,0.3,3,8,8,0.022,20,11,10,13.3,54,2,3,54,45,30,37.5,11,6
11/25/2019,0.3,3,23,22,0.027,25,24,22,12.5,52,3,4,52,56,40,48,11,0
11/26/2019,0.4,5,30,28,0.024,22,25,23,11,46,1,1,46,61,44,52.5,11,1
11/27/2019,0.3,3,18,17,0.023,21,22,20,5.8,24,2,3,24,60,39,49.5,11,2
11/28/2019,0.2,2,3,3,0.029,27,7,6,1.5,6,0,0,27,41,36,38.5,11,3
11/29/2019,0.2,2,13,12,0.026,24,9,8,4,17,1,1,24,38,36,37,11,4
11/30/2019,0.2,2,11,10,0.023,21,9,8,7.1,30,0,0,30,43,35,39,11,5
12/1/2019,0.3,3,6,6,0.025,23,9,8,3.9,16,0,0,23,57,36,46.5,12,6
12/2/2019,0.2,2,12,11,0.032,30,7,6,4.4,18,0,0,30,39,34,36.5,12,0
12/3/2019,0.2,2,13,12,0.023,21,6,6,6.2,26,0,0,26,35,31,33,12,1
12/4/2019,0.2,2,10,9,0.028,26,12,11,10.6,44,0,0,44,37,34,35.5,12,2
12/5/2019,0.3,3,25,24,0.027,25,21,19,5.2,22,2,3,25,41,33,37,12,3
12/6/2019,0.4,5,20,19,0.028,26,17,16,7,29,1,1,29,47,34,40.5,12,4
12/7/2019,0.3,3,21,20,0.027,25,10,9,5.9,25,0,0,25,40,31,35.5,12,5
12/8/2019,0.4,5,14,13,0.024,22,21,19,10.6,44,4,6,44,51,30,40.5,12,6
12/9/2019,0.3,3,18,17,0.022,20,16,15,6.1,25,3,4,25,54,48,51,12,0
12/10/2019,0.2,2,7,7,0.023,21,11,10,8.7,36,0,0,36,52,23,37.5,12,1
12/11/2019,0.2,2,10,9,0.024,22,22,20,8,33,0,0,33,29,19,24,12,2
12/12/2019,0.3,3,22,21,0.016,15,38,35,16.2,60,2,3,60,38,17,27.5,12,3
12/13/2019,0.3,3,21,20,0.013,12,39,36,13.6,54,4,6,54,46,33,39.5,12,4
12/14/2019,0.4,5,21,20,0.021,19,13,12,18.4,64,0,0,64,40,36,38,12,5
12/15/2019,0.3,3,9,8,0.026,24,8,7,10.6,44,0,0,44,37,29,33,12,6
12/16/2019,0.4,5,22,21,0.022,20,23,21,20.7,69,0,0,69,38,29,33.5,12,0
12/17/2019,0.3,3,15,14,0.027,25,10,9,9.7,40,0,0,40,36,23,29.5,12,1
12/18/2019,0.2,2,9,8,0.035,32,16,15,7.9,33,0,0,33,27,19,23,12,2
12/19/2019,0.3,3,25,24,0.027,25,26,24,8.4,35,4,6,35,30,13,21.5,12,3
12/20/2019,0.6,7,36,34,,,57,52,24.1,76,1,1,76,37,16,26.5,12,4
12/21/2019,0.5,6,24,23,0.025,23,30,28,23.4,75,8,11,75,49,26,37.5,12,5
12/22/2019,0.4,5,26,25,0.035,32,26,24,17.1,62,3,4,62,53,33,43,12,6
12/23/2019,0.5,6,31,29,,,21,19,13.7,54,10,14,54,58,36,47,12,0
12/24/2019,0.4,5,11,10,0.017,16,20,19,29.3,87,2,3,87,39,33,36,12,1
12/25/2019,0.4,5,22,21,0.02,19,20,19,13,53,4,6,53,58,32,45,12,2
12/26/2019,0.3,3,25,24,0.026,24,20,19,10.3,43,1,1,43,66,43,54.5,12,3
12/27/2019,0.2,2,9,8,0.022,20,14,13,11.3,47,0,0,47,61,40,50.5,12,4
12/28/2019,0.4,5,24,23,0.016,15,19,18,20.9,70,1,1,70,48,36,42,12,5
12/29/2019,0.4,5,12,11,0.018,17,20,19,13.7,54,1,1,54,59,41,50,12,6
12/30/2019,0.3,3,4,4,0.027,25,6,6,,,1,1,25,61,38,49.5,12,0
12/31/2019,0.2,2,5,5,,,7,6,2,8,0,0,8,39,29,34,12,1
