date_sitename,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,27.0,25.0,9.3,39.0,10.0,14.0
"04/19/2017, Galleria",0.4,5.0,,,,,,,,,,
"04/19/2017, Harvard Yards",,,,,,,47.0,44.0,12.3,51.0,10.0,14.0
"04/19/2017, Mayfield",,,,,0.037,34.0,,,,,,
"04/19/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/19/2017, Notre Dame",,,,,0.042,39.0,,,,,,
"04/19/2017, Painesville",,,,,0.036,33.0,,,9.4,39.0,1.0,1.0
"04/19/2017, Sheffield",,,,,0.038,35.0,,,,,,
"04/19/2017, St Theodosius",,,,,,,30.0,28.0,9.1,38.0,21.0,30.0
"04/19/2017, St Theodosius",,,,,,,30.0,28.0,9.6,40.0,21.0,30.0
"04/20/2017, Barr School",,,,,,,,,4.4,18.0,,
"04/20/2017, Berea BOE",,,,,0.042,39.0,,,,,,
"04/20/2017, Brookpark",,,,,,,,,8.0,33.0,,
"04/20/2017, Chippewa",,,,,0.049,45.0,,,5.1,21.0,,
"04/20/2017, Cleveland Fire St13",,,,,,,,,10.0,42.0,0.0,0.0
"04/20/2017, Cleveland Near Road",0.2,2.0,13.0,12.0,,,,,,,,
"04/20/2017, District 6",,,,,0.039,36.0,,,,,,
"04/20/2017, Eastlake",,,,,0.03,28.0,,,,,0.0,0.0
"04/20/2017, GT Craig NCore",0.4,5.0,29.0,27.0,0.031,29.0,22.0,20.0,16.0,59.0,1.0,1.0
"04/20/2017, GT Craig NCore",0.4,5.0,29.0,27.0,0.031,29.0,22.0,20.0,16.0,59.0,0.0,0.0
"04/20/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/20/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/20/2017, Mayfield",,,,,0.042,39.0,,,,,,
"04/20/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/20/2017, Notre Dame",,,,,0.049,45.0,,,,,,
"04/20/2017, Painesville",,,,,0.03,28.0,,,6.9,29.0,1.0,1.0
"04/20/2017, Sheffield",,,,,0.043,40.0,,,,,,
"04/20/2017, St Theodosius",,,,,,,24.0,22.0,,,1.0,1.0
"04/21/2017, Barr School",,,,,,,,,0.7,3.0,,
"04/21/2017, Berea BOE",,,,,0.034,31.0,,,,,,
"04/21/2017, Chippewa",,,,,0.035,32.0,,,1.9,8.0,,
"04/21/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/21/2017, Cleveland Near Road",0.2,2.0,14.0,13.0,,,,,,,,
"04/21/2017, District 6",,,,,0.034,31.0,,,,,,
"04/21/2017, Eastlake",,,,,0.035,32.0,,,,,0.0,0.0
"04/21/2017, GT Craig NCore",0.4,5.0,8.0,8.0,0.031,29.0,6.0,6.0,6.2,26.0,0.0,0.0
"04/21/2017, GT Craig NCore",0.4,5.0,8.0,8.0,0.031,29.0,6.0,6.0,6.2,26.0,0.0,0.0
"04/21/2017, Galleria",0.2,2.0,,,,,,,,,,
"04/21/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/21/2017, Mayfield",,,,,0.033,31.0,,,,,,
"04/21/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/21/2017, Notre Dame",,,,,0.038,35.0,,,,,,
"04/21/2017, Painesville",,,,,0.034,31.0,,,3.2,13.0,1.0,1.0
"04/21/2017, Sheffield",,,,,0.033,31.0,,,,,,
"04/21/2017, St Theodosius",,,,,,,8.0,7.0,,,0.0,0.0
"04/22/2017, Barr School",,,,,,,,,3.0,13.0,,
"04/22/2017, Barr School",,,,,,,,,1.8,8.0,,
"04/22/2017, Berea BOE",,,,,0.036,33.0,,,,,,
"04/22/2017, Brookpark",,,,,,,,,4.2,18.0,,
"04/22/2017, Chippewa",,,,,0.038,35.0,,,3.2,13.0,,
"04/22/2017, Chippewa",,,,,0.038,35.0,,,2.7,11.0,,
"04/22/2017, Cleveland Fire St13",,,,,,,,,3.8,16.0,0.0,0.0
"04/22/2017, Cleveland Near Road",0.2,2.0,14.0,13.0,,,,,3.4,14.0,,
"04/22/2017, District 6",,,,,0.039,36.0,,,2.7,11.0,,
"04/22/2017, Eastlake",,,,,0.038,35.0,,,,,0.0,0.0
"04/22/2017, GT Craig NCore",0.2,2.0,13.0,12.0,0.033,31.0,5.0,5.0,2.0,8.0,1.0,1.0
"04/22/2017, GT Craig NCore",0.2,2.0,13.0,12.0,0.033,31.0,5.0,5.0,2.0,8.0,0.0,0.0
"04/22/2017, GT Craig NCore",0.2,2.0,13.0,12.0,0.033,31.0,5.0,5.0,3.1,13.0,1.0,1.0
"04/22/2017, GT Craig NCore",0.2,2.0,13.0,12.0,0.033,31.0,5.0,5.0,3.1,13.0,0.0,0.0
"04/22/2017, Galleria",-0.2,0.0,,,,,,,,,,
"04/22/2017, Harvard Yards",,,,,,,,,3.8,16.0,0.0,0.0
"04/22/2017, Mayfield",,,,,0.038,35.0,,,,,,
"04/22/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/22/2017, Notre Dame",,,,,0.041,38.0,,,,,,
"04/22/2017, Painesville",,,,,0.037,34.0,,,4.4,18.0,1.0,1.0
"04/22/2017, Painesville",,,,,0.037,34.0,,,5.2,22.0,1.0,1.0
"04/22/2017, Sheffield",,,,,0.037,34.0,,,,,,
"04/22/2017, St Theodosius",,,,,,,8.0,7.0,2.5,10.0,0.0,0.0
"04/22/2017, St Theodosius",,,,,,,8.0,7.0,2.5,10.0,0.0,0.0
"04/23/2017, Barr School",,,,,,,,,4.1,17.0,,
"04/23/2017, Berea BOE",,,,,0.045,42.0,,,,,,
"04/23/2017, Chippewa",,,,,0.049,45.0,,,4.4,18.0,,
"04/23/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/23/2017, Cleveland Near Road",0.2,2.0,8.0,8.0,,,,,,,,
"04/23/2017, District 6",,,,,0.045,42.0,,,,,,
"04/23/2017, Eastlake",,,,,0.045,42.0,,,,,0.0,0.0
"04/23/2017, GT Craig NCore",0.4,5.0,39.0,37.0,0.041,38.0,14.0,13.0,7.5,31.0,1.0,1.0
"04/23/2017, GT Craig NCore",0.4,5.0,39.0,37.0,0.041,38.0,14.0,13.0,7.5,31.0,1.0,1.0
"04/23/2017, Galleria",-0.1,0.0,,,,,,,,,,
"04/23/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/23/2017, Mayfield",,,,,0.05,46.0,,,,,,
"04/23/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/23/2017, Notre Dame",,,,,0.052,48.0,,,,,,
"04/23/2017, Painesville",,,,,0.044,41.0,,,7.1,30.0,0.0,0.0
"04/23/2017, Sheffield",,,,,0.045,42.0,,,,,,
"04/23/2017, St Theodosius",,,,,,,22.0,20.0,,,2.0,3.0
"04/24/2017, Barr School",,,,,,,,,3.4,14.0,,
"04/24/2017, Berea BOE",,,,,0.054,50.0,,,,,,
"04/24/2017, Chippewa",,,,,0.059,64.0,,,2.6,11.0,,
"04/24/2017, Cleveland Fire St13",,,,,,,,,,,22.0,31.0
"04/24/2017, Cleveland Near Road",0.1,1.0,2.0,2.0,,,,,,,,
"04/24/2017, Eastlake",,,,,0.046,43.0,,,,,0.0,0.0
"04/24/2017, GT Craig NCore",0.6,7.0,44.0,42.0,0.049,45.0,30.0,28.0,8.2,34.0,10.0,14.0
"04/24/2017, GT Craig NCore",0.6,7.0,44.0,42.0,0.049,45.0,30.0,28.0,8.2,34.0,9.0,13.0
"04/24/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/24/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"04/24/2017, Mayfield",,,,,0.054,50.0,,,,,,
"04/24/2017, Mentor",0.6,7.0,,,,,,,,,,
"04/24/2017, Notre Dame",,,,,0.058,61.0,,,,,,
"04/24/2017, Painesville",,,,,0.047,44.0,,,5.9,25.0,0.0,0.0
"04/24/2017, Sheffield",,,,,0.047,44.0,,,,,,
"04/24/2017, St Theodosius",,,,,,,43.0,40.0,,,7.0,10.0
"04/25/2017, Barr School",,,,,,,6.0,6.0,3.3,14.0,,
"04/25/2017, Barr School",,,,,,,6.0,6.0,3.5,15.0,,
"04/25/2017, Barr School",,,,,,,6.0,6.0,2.2,9.0,,
"04/25/2017, Berea BOE",,,,,0.041,38.0,,,,,,
"04/25/2017, Brookpark",,,,,,,8.0,7.0,3.4,14.0,,
"04/25/2017, Chippewa",,,,,0.045,42.0,,,4.0,17.0,,
"04/25/2017, Chippewa",,,,,0.045,42.0,,,3.1,13.0,,
"04/25/2017, Cleveland Fire St13",,,,,,,14.0,13.0,4.2,18.0,0.0,0.0
"04/25/2017, Cleveland Near Road",0.2,2.0,5.0,5.0,,,,,3.5,15.0,,
"04/25/2017, District 6",,,,,0.045,42.0,,,3.1,13.0,,
"04/25/2017, Eastlake",,,,,0.044,41.0,,,,,0.0,0.0
"04/25/2017, FAIRPORT HIGH SCHOOL",,,,,,,6.0,6.0,,,,
"04/25/2017, FAIRPORT HIGH SCHOOL",,,,,,,6.0,6.0,,,,
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,26.0,24.0,4.5,19.0,1.0,1.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,26.0,24.0,4.5,19.0,0.0,0.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,26.0,24.0,4.9,20.0,1.0,1.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,26.0,24.0,4.9,20.0,0.0,0.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,19.0,18.0,4.5,19.0,1.0,1.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,19.0,18.0,4.5,19.0,0.0,0.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,19.0,18.0,4.9,20.0,1.0,1.0
"04/25/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.039,36.0,19.0,18.0,4.9,20.0,0.0,0.0
"04/25/2017, Galleria",0.6,7.0,,,,,,,,,,
"04/25/2017, Harvard Yards",,,,,,,17.0,16.0,,,0.0,0.0
"04/25/2017, Mayfield",,,,,0.042,39.0,,,,,,
"04/25/2017, Mentor",0.3,3.0,,,,,,,,,,
"04/25/2017, Notre Dame",,,,,0.047,44.0,,,,,,
"04/25/2017, Painesville",,,,,0.042,39.0,,,2.5,10.0,1.0,1.0
"04/25/2017, Painesville",,,,,0.042,39.0,,,2.6,11.0,1.0,1.0
"04/25/2017, Painesville",,,,,0.042,39.0,,,4.3,18.0,1.0,1.0
"04/25/2017, Sheffield",,,,,0.045,42.0,,,,,,
"04/25/2017, St Theodosius",,,,,,,19.0,18.0,5.7,24.0,2.0,3.0
"04/25/2017, St Theodosius",,,,,,,19.0,18.0,3.7,15.0,2.0,3.0
"04/26/2017, Barr School",,,,,,,,,2.3,10.0,,
"04/26/2017, Berea BOE",,,,,0.047,44.0,,,,,,
"04/26/2017, Chippewa",,,,,0.045,42.0,,,5.6,23.0,,
"04/26/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/26/2017, Cleveland Near Road",0.2,2.0,6.0,6.0,,,,,,,,
"04/26/2017, District 6",,,,,0.051,47.0,,,,,,
"04/26/2017, Eastlake",,,,,0.049,45.0,,,,,0.0,0.0
"04/26/2017, GT Craig NCore",0.4,5.0,33.0,31.0,0.041,38.0,63.0,55.0,11.0,46.0,9.0,13.0
"04/26/2017, GT Craig NCore",0.4,5.0,33.0,31.0,0.041,38.0,63.0,55.0,11.0,46.0,9.0,13.0
"04/26/2017, Galleria",0.6,7.0,,,,,,,,,,
"04/26/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"04/26/2017, Mayfield",,,,,0.046,43.0,,,,,,
"04/26/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/26/2017, Notre Dame",,,,,0.051,47.0,,,,,,
"04/26/2017, Painesville",,,,,0.047,44.0,,,5.0,21.0,1.0,1.0
"04/26/2017, Sheffield",,,,,0.047,44.0,,,,,,
"04/26/2017, St Theodosius",,,,,,,41.0,38.0,,,38.0,54.0
"04/27/2017, Barr School",,,,,,,,,3.7,15.0,,
"04/27/2017, Berea BOE",,,,,0.048,44.0,,,,,,
"04/27/2017, Chippewa",,,,,0.05,46.0,,,6.0,25.0,,
"04/27/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/27/2017, Cleveland Near Road",0.3,3.0,11.0,10.0,,,,,,,,
"04/27/2017, District 6",,,,,0.048,44.0,,,,,,
"04/27/2017, Eastlake",,,,,0.051,47.0,,,,,0.0,0.0
"04/27/2017, GT Craig NCore",,,31.0,29.0,0.043,40.0,57.0,52.0,12.3,51.0,6.0,9.0
"04/27/2017, GT Craig NCore",,,31.0,29.0,0.043,40.0,57.0,52.0,12.3,51.0,5.0,7.0
"04/27/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/27/2017, Harvard Yards",,,,,,,,,10.1,42.0,0.0,0.0
"04/27/2017, Mayfield",,,,,0.049,45.0,,,,,,
"04/27/2017, Mentor",0.0,0.0,,,,,,,,,,
"04/27/2017, Notre Dame",,,,,0.053,49.0,,,,,,
"04/27/2017, Painesville",,,,,0.047,44.0,,,7.0,29.0,1.0,1.0
"04/27/2017, Sheffield",,,,,0.048,44.0,,,,,,
"04/27/2017, St Theodosius",,,,,,,54.0,50.0,,,45.0,62.0
"04/28/2017, Barr School",,,,,,,,,3.5,15.0,,
"04/28/2017, Barr School",,,,,,,,,2.8,12.0,,
"04/28/2017, Berea BOE",,,,,0.032,30.0,,,,,,
"04/28/2017, Brookpark",,,,,,,,,4.6,19.0,,
"04/28/2017, Chippewa",,,,,0.033,31.0,,,11.3,47.0,,
"04/28/2017, Chippewa",,,,,0.033,31.0,,,5.1,21.0,,
"04/28/2017, Cleveland Fire St13",,,,,,,,,6.9,29.0,0.0,0.0
"04/28/2017, Cleveland Near Road",0.3,3.0,18.0,17.0,,,,,4.3,18.0,,
"04/28/2017, District 6",,,,,0.033,31.0,,,4.4,18.0,,
"04/28/2017, Eastlake",,,,,0.035,32.0,,,,,0.0,0.0
"04/28/2017, GT Craig NCore",0.4,5.0,23.0,22.0,0.032,30.0,22.0,20.0,9.5,40.0,1.0,1.0
"04/28/2017, GT Craig NCore",0.4,5.0,23.0,22.0,0.032,30.0,22.0,20.0,9.5,40.0,0.0,0.0
"04/28/2017, GT Craig NCore",0.4,5.0,23.0,22.0,0.032,30.0,22.0,20.0,9.7,40.0,1.0,1.0
"04/28/2017, GT Craig NCore",0.4,5.0,23.0,22.0,0.032,30.0,22.0,20.0,9.7,40.0,0.0,0.0
"04/28/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/28/2017, Harvard Yards",,,,,,,,,9.0,38.0,0.0,0.0
"04/28/2017, Mayfield",,,,,0.036,33.0,,,,,,
"04/28/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/28/2017, Notre Dame",,,,,0.04,37.0,,,,,,
"04/28/2017, Painesville",,,,,0.036,33.0,,,4.2,18.0,1.0,1.0
"04/28/2017, Painesville",,,,,0.036,33.0,,,5.7,24.0,1.0,1.0
"04/28/2017, Sheffield",,,,,0.034,31.0,,,,,,
"04/28/2017, St Theodosius",,,,,,,19.0,18.0,7.3,30.0,1.0,1.0
"04/28/2017, St Theodosius",,,,,,,19.0,18.0,4.7,20.0,1.0,1.0
"04/29/2017, Barr School",,,,,,,,,2.1,9.0,,
"04/29/2017, Berea BOE",,,,,0.033,31.0,,,,,,
"04/29/2017, Chippewa",,,,,0.027,25.0,,,6.7,28.0,,
"04/29/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/29/2017, Cleveland Near Road",0.3,3.0,14.0,13.0,,,,,,,,
"04/29/2017, District 6",,,,,0.035,32.0,,,,,,
"04/29/2017, Eastlake",,,,,0.038,35.0,,,,,0.0,0.0
"04/29/2017, GT Craig NCore",0.4,5.0,11.0,10.0,0.033,31.0,8.0,7.0,7.6,32.0,0.0,0.0
"04/29/2017, GT Craig NCore",0.4,5.0,11.0,10.0,0.033,31.0,8.0,7.0,7.6,32.0,0.0,0.0
"04/29/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/29/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/29/2017, Mayfield",,,,,0.032,30.0,,,,,,
"04/29/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/29/2017, Notre Dame",,,,,0.033,31.0,,,,,,
"04/29/2017, Painesville",,,,,0.037,34.0,,,5.1,21.0,1.0,1.0
"04/29/2017, Sheffield",,,,,0.039,36.0,,,,,,
"04/29/2017, St Theodosius",,,,,,,13.0,12.0,,,0.0,0.0
"04/30/2017, Barr School",,,,,,,,,4.9,20.0,,
"04/30/2017, Berea BOE",,,,,0.034,31.0,,,,,,
"04/30/2017, Chippewa",,,,,0.034,31.0,,,9.0,38.0,,
"04/30/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/30/2017, Cleveland Near Road",0.2,2.0,7.0,7.0,,,,,,,,
"04/30/2017, District 6",,,,,0.033,31.0,,,,,,
"04/30/2017, Eastlake",,,,,0.033,31.0,,,,,0.0,0.0
"04/30/2017, GT Craig NCore",0.3,3.0,13.0,12.0,0.03,28.0,17.0,16.0,8.2,34.0,2.0,3.0
"04/30/2017, GT Craig NCore",0.3,3.0,13.0,12.0,0.03,28.0,17.0,16.0,8.2,34.0,1.0,1.0
"04/30/2017, Galleria",0.1,1.0,,,,,,,,,,
"04/30/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/30/2017, Mayfield",,,,,0.036,33.0,,,,,,
"04/30/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/30/2017, Notre Dame",,,,,0.04,37.0,,,,,,
"04/30/2017, Painesville",,,,,0.028,26.0,,,6.5,27.0,1.0,1.0
"04/30/2017, Sheffield",,,,,0.036,33.0,,,,,,
"04/30/2017, St Theodosius",,,,,,,24.0,22.0,,,6.0,9.0
"05/01/2017, Barr School",,,,,,,9.0,8.0,5.2,22.0,,
"05/01/2017, Barr School",,,,,,,9.0,8.0,6.0,25.0,,
"05/01/2017, Barr School",,,,,,,9.0,8.0,3.1,13.0,,
"05/01/2017, Berea BOE",,,,,0.045,42.0,,,,,,
"05/01/2017, Brookpark",,,,,,,15.0,14.0,5.5,23.0,,
"05/01/2017, Chippewa",,,,,0.044,41.0,,,5.7,24.0,,
"05/01/2017, Chippewa",,,,,0.044,41.0,,,6.0,25.0,,
"05/01/2017, Cleveland Fire St13",,,,,,,27.0,25.0,7.7,32.0,0.0,0.0
"05/01/2017, Cleveland Near Road",0.2,2.0,12.0,11.0,,,,,6.3,26.0,,
"05/01/2017, District 6",,,,,0.047,44.0,,,5.9,25.0,,
"05/01/2017, Eastlake",,,,,0.046,43.0,,,,,0.0,0.0
"05/01/2017, FAIRPORT HIGH SCHOOL",,,,,,,14.0,13.0,,,,
"05/01/2017, FAIRPORT HIGH SCHOOL",,,,,,,14.0,13.0,,,,
"05/01/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.042,39.0,32.0,30.0,7.7,32.0,4.0,6.0
"05/01/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.042,39.0,32.0,30.0,7.7,32.0,3.0,4.0
"05/01/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.042,39.0,21.0,19.0,7.7,32.0,4.0,6.0
"05/01/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.042,39.0,21.0,19.0,7.7,32.0,3.0,4.0
"05/01/2017, Galleria",0.8,9.0,,,,,,,,,,
"05/01/2017, Harvard Yards",,,,,,,31.0,29.0,8.7,36.0,0.0,0.0
"05/01/2017, Mayfield",,,,,0.044,41.0,,,,,,
"05/01/2017, Mentor",2.2,25.0,,,,,,,,,,
"05/01/2017, Notre Dame",,,,,0.049,45.0,,,,,,
"05/01/2017, Painesville",,,,,0.041,38.0,,,5.6,23.0,1.0,1.0
"05/01/2017, Painesville",,,,,0.041,38.0,,,5.5,23.0,1.0,1.0
"05/01/2017, Painesville",,,,,0.041,38.0,,,6.0,25.0,1.0,1.0
"05/01/2017, Sheffield",,,,,0.045,42.0,,,,,,
"05/01/2017, St Theodosius",,,,,,,21.0,19.0,7.9,33.0,1.0,1.0
"05/01/2017, St Theodosius",,,,,,,21.0,19.0,6.4,27.0,1.0,1.0
"05/02/2017, Barr School",,,,,,,,,1.0,4.0,,
"05/02/2017, Berea BOE",,,,,0.043,40.0,,,,,,
"05/02/2017, Chippewa",,,,,0.044,41.0,,,2.2,9.0,,
"05/02/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"05/02/2017, Cleveland Near Road",0.2,2.0,10.0,9.0,,,,,,,,
"05/02/2017, District 6",,,,,0.042,39.0,,,,,,
"05/02/2017, Eastlake",,,,,0.045,42.0,,,,,0.0,0.0
"05/02/2017, GT Craig NCore",,,6.0,6.0,0.041,38.0,6.0,6.0,1.8,8.0,1.0,1.0
"05/02/2017, GT Craig NCore",,,6.0,6.0,0.041,38.0,6.0,6.0,1.8,8.0,0.0,0.0
"05/02/2017, Galleria",0.8,9.0,,,,,,,,,,
"05/02/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"05/02/2017, Mentor",2.3,26.0,,,,,,,,,,
"05/02/2017, Notre Dame",,,,,0.045,42.0,,,,,,
"05/02/2017, Painesville",,,,,0.041,38.0,,,3.6,15.0,1.0,1.0
"05/02/2017, Sheffield",,,,,0.043,40.0,,,,,,
"05/02/2017, St Theodosius",,,,,,,9.0,8.0,,,0.0,0.0
"05/03/2017, Barr School",,,,,,,,,0.8,3.0,,
"05/03/2017, Berea BOE",,,,,0.044,41.0,,,,,,
"05/03/2017, Chippewa",,,,,0.047,44.0,,,3.4,14.0,,
"05/03/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"05/03/2017, Cleveland Near Road",0.3,3.0,15.0,14.0,,,,,,,,
"05/03/2017, District 6",,,,,0.042,39.0,,,,,,
"05/03/2017, Eastlake",,,,,0.044,41.0,,,,,0.0,0.0
"05/03/2017, GT Craig NCore",0.2,2.0,12.0,11.0,0.037,34.0,8.0,7.0,3.2,13.0,1.0,1.0
"05/03/2017, GT Craig NCore",0.2,2.0,12.0,11.0,0.037,34.0,8.0,7.0,3.2,13.0,0.0,0.0
"05/03/2017, Galleria",0.3,3.0,,,,,,,,,,
"05/03/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"05/03/2017, Mayfield",,,,,0.044,41.0,,,,,,
"05/03/2017, Mentor",2.3,26.0,,,,,,,,,,
"05/03/2017, Notre Dame",,,,,0.046,43.0,,,,,,
"05/03/2017, Painesville",,,,,0.042,39.0,,,5.0,21.0,1.0,1.0
"05/03/2017, Sheffield",,,,,0.044,41.0,,,,,,
"05/03/2017, St Theodosius",,,,,,,,,,,0.0,0.0
"05/04/2017, Barr School",,,,,,,,,4.1,17.0,,
"05/04/2017, Barr School",,,,,,,,,1.7,7.0,,
"05/04/2017, Berea BOE",,,,,0.023,21.0,,,,,,
"05/04/2017, Brookpark",,,,,,,,,6.4,27.0,,
"05/04/2017, Chippewa",,,,,0.03,28.0,,,5.5,23.0,,
"05/04/2017, Chippewa",,,,,0.03,28.0,,,4.8,20.0,,
"05/04/2017, Cleveland Fire St13",,,,,,,,,6.6,28.0,0.0,0.0
"05/04/2017, Cleveland Near Road",0.2,2.0,17.0,16.0,,,,,4.9,20.0,,
"05/04/2017, District 6",,,,,0.031,29.0,,,5.6,23.0,,
"05/04/2017, Eastlake",,,,,0.032,30.0,,,,,0.0,0.0
"05/04/2017, GT Craig NCore",0.3,3.0,22.0,21.0,0.022,20.0,12.0,11.0,6.8,28.0,1.0,1.0
"05/04/2017, GT Craig NCore",0.3,3.0,22.0,21.0,0.022,20.0,12.0,11.0,6.8,28.0,0.0,0.0
"05/04/2017, GT Craig NCore",0.3,3.0,22.0,21.0,0.022,20.0,12.0,11.0,5.9,25.0,1.0,1.0
"05/04/2017, GT Craig NCore",0.3,3.0,22.0,21.0,0.022,20.0,12.0,11.0,5.9,25.0,0.0,0.0
"05/04/2017, Galleria",0.4,5.0,,,,,,,,,,
"05/04/2017, Harvard Yards",,,,,,,,,8.5,35.0,0.0,0.0
"05/04/2017, Mayfield",,,,,0.031,29.0,,,,,,
"05/04/2017, Mentor",2.5,28.0,,,,,,,,,,
"05/04/2017, Notre Dame",,,,,0.037,34.0,,,,,,
"05/04/2017, Painesville",,,,,0.031,29.0,,,5.2,22.0,1.0,1.0
"05/04/2017, Painesville",,,,,0.031,29.0,,,5.2,22.0,1.0,1.0
"05/04/2017, Sheffield",,,,,0.034,31.0,,,,,,
"05/04/2017, St Theodosius",,,,,,,22.0,20.0,7.2,30.0,0.0,0.0
"05/04/2017, St Theodosius",,,,,,,22.0,20.0,7.9,33.0,0.0,0.0
"05/05/2017, Barr School",,,,,,,,,0.2,1.0,,
"05/05/2017, Berea BOE",,,,,0.037,34.0,,,,,,
"05/05/2017, Chippewa",,,,,0.039,36.0,,,2.0,8.0,,
"05/05/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"05/05/2017, Cleveland Near Road",0.3,3.0,14.0,13.0,,,,,,,,
"05/05/2017, District 6",,,,,0.038,35.0,,,,,,
"05/05/2017, Eastlake",,,,,0.04,37.0,,,,,0.0,0.0
"05/05/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.037,34.0,3.0,3.0,2.1,9.0,0.0,0.0
"05/05/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.037,34.0,3.0,3.0,2.1,9.0,0.0,0.0
"05/05/2017, Galleria",0.4,5.0,,,,,,,,,,
"05/05/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"05/05/2017, Mayfield",,,,,0.037,34.0,,,,,,
"05/05/2017, Mentor",3.3,38.0,,,,,,,,,,
"05/05/2017, Notre Dame",,,,,0.039,36.0,,,,,,
"05/05/2017, Painesville",,,,,0.038,35.0,,,2.7,11.0,1.0,1.0
"05/05/2017, Sheffield",,,,,0.04,37.0,,,,,,
"05/05/2017, St Theodosius",,,,,,,4.0,4.0,,,0.0,0.0
"05/06/2017, Barr School",,,,,,,,,1.4,6.0,,
"05/06/2017, Berea BOE",,,,,0.033,31.0,,,,,,
"05/06/2017, Chippewa",,,,,0.037,34.0,,,2.7,11.0,,
"05/06/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"05/06/2017, Cleveland Near Road",0.2,2.0,8.0,8.0,,,,,,,,
"05/06/2017, District 6",,,,,0.037,34.0,,,,,,
"05/06/2017, Eastlake",,,,,0.038,35.0,,,,,0.0,0.0
"05/06/2017, GT Craig NCore",0.2,2.0,4.0,4.0,0.034,31.0,4.0,4.0,2.5,10.0,0.0,0.0
"05/06/2017, GT Craig NCore",0.2,2.0,4.0,4.0,0.034,31.0,4.0,4.0,2.5,10.0,0.0,0.0
"05/06/2017, Galleria",0.3,3.0,,,,,,,,,,
"05/06/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"05/06/2017, Mayfield",,,,,0.037,34.0,,,,,,
"05/06/2017, Mentor",2.3,26.0,,,,,,,,,,
"05/06/2017, Notre Dame",,,,,0.038,35.0,,,,,,
"05/06/2017, Painesville",,,,,0.035,32.0,,,3.9,16.0,1.0,1.0
"05/06/2017, Sheffield",,,,,0.035,32.0,,,,,,
"05/06/2017, St Theodosius",,,,,,,4.0,4.0,,,0.0,0.0
