date_sitename,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val
"06/18/2017, GT Craig NCore",0.2,2.0,5.0,5.0,0.039,36.0,19.0,18.0,3.0,13.0,0.0,0.0
"06/18/2017, GT Craig NCore",0.2,2.0,5.0,5.0,0.039,36.0,19.0,18.0,3.0,13.0,0.0,0.0
"06/18/2017, GT Craig NCore",0.2,2.0,5.0,5.0,0.039,36.0,19.0,18.0,8.5,35.0,0.0,0.0
"06/18/2017, GT Craig NCore",0.2,2.0,5.0,5.0,0.039,36.0,19.0,18.0,8.5,35.0,0.0,0.0
"06/18/2017, Galleria",0.3,3.0,,,,,,,,,,
"06/18/2017, Harvard Yards",,,,,,,57.0,52.0,12.0,50.0,2.0,3.0
"06/18/2017, Harvard Yards",,,,,,,57.0,52.0,12.3,51.0,2.0,3.0
"06/18/2017, Mayfield",,,,,0.041,38.0,,,,,,
"06/18/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/18/2017, Notre Dame",,,,,0.044,41.0,,,,,,
"06/18/2017, Painesville",,,,,0.046,43.0,,,8.4,35.0,1.0,1.0
"06/18/2017, Painesville",,,,,0.046,43.0,,,8.0,33.0,1.0,1.0
"06/18/2017, Painesville",,,,,0.046,43.0,,,7.9,33.0,1.0,1.0
"06/18/2017, Sheffield",,,,,0.039,36.0,,,,,,
"06/18/2017, St Theodosius",,,,,,,20.0,19.0,7.7,32.0,0.0,0.0
"06/18/2017, St Theodosius",,,,,,,20.0,19.0,7.6,32.0,0.0,0.0
"06/19/2017, Barr School",,,,,,,,,2.0,8.0,,
"06/19/2017, Berea BOE",,,,,0.045,42.0,,,,,,
"06/19/2017, Chippewa",,,,,0.047,44.0,,,2.8,12.0,,
"06/19/2017, Cleveland Fire St13",,,,,,,,,,,1.0,1.0
"06/19/2017, Cleveland Near Road",0.2,2.0,22.0,21.0,,,,,,,,
"06/19/2017, District 6",,,,,0.045,42.0,,,,,,
"06/19/2017, Eastlake",,,,,0.049,45.0,,,,,0.0,0.0
"06/19/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.041,38.0,13.0,12.0,-0.1,0.0,1.0,1.0
"06/19/2017, GT Craig NCore",0.2,2.0,15.0,14.0,0.041,38.0,13.0,12.0,-0.1,0.0,1.0,1.0
"06/19/2017, Galleria",0.3,3.0,,,,,,,,,,
"06/19/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"06/19/2017, Mayfield",,,,,0.044,41.0,,,,,,
"06/19/2017, Mentor",0.3,3.0,,,,,,,,,,
"06/19/2017, Notre Dame",,,,,0.05,46.0,,,,,,
"06/19/2017, Painesville",,,,,0.05,46.0,,,4.7,20.0,1.0,1.0
"06/19/2017, Sheffield",,,,,0.043,40.0,,,,,,
"06/19/2017, St Theodosius",,,,,,,13.0,12.0,,,0.0,0.0
"06/20/2017, Barr School",,,,,,,,,0.9,4.0,,
"06/20/2017, Berea BOE",,,,,0.046,43.0,,,,,,
"06/20/2017, Chippewa",,,,,0.049,45.0,,,3.3,14.0,,
"06/20/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"06/20/2017, Cleveland Near Road",0.2,2.0,20.0,19.0,,,,,,,,
"06/20/2017, District 6",,,,,0.047,44.0,,,,,,
"06/20/2017, Eastlake",,,,,0.048,44.0,,,,,0.0,0.0
"06/20/2017, GT Craig NCore",0.2,2.0,14.0,13.0,0.043,40.0,12.0,11.0,0.3,1.0,0.0,0.0
"06/20/2017, GT Craig NCore",0.2,2.0,14.0,13.0,0.043,40.0,12.0,11.0,0.3,1.0,0.0,0.0
"06/20/2017, Galleria",0.0,0.0,,,,,,,,,,
"06/20/2017, Harvard Yards",,,,,,,,,,,3.0,4.0
"06/20/2017, Mayfield",,,,,0.048,44.0,,,,,,
"06/20/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/20/2017, Notre Dame",,,,,0.05,46.0,,,,,,
"06/20/2017, Painesville",,,,,0.049,45.0,,,4.7,20.0,2.0,3.0
"06/20/2017, Sheffield",,,,,0.047,44.0,,,,,,
"06/20/2017, St Theodosius",,,,,,,12.0,11.0,,,0.0,0.0
"06/21/2017, Barr School",,,,,,,,,4.4,18.0,,
"06/21/2017, Barr School",,,,,,,,,2.0,8.0,,
"06/21/2017, Berea BOE",,,,,0.049,45.0,,,,,,
"06/21/2017, Brookpark",,,,,,,,,4.9,20.0,,
"06/21/2017, Chippewa",,,,,0.056,54.0,,,4.7,20.0,,
"06/21/2017, Chippewa",,,,,0.056,54.0,,,4.9,20.0,,
"06/21/2017, Cleveland Fire St13",,,,,,,,,5.9,25.0,0.0,0.0
"06/21/2017, Cleveland Near Road",0.3,3.0,22.0,21.0,,,,,6.4,27.0,,
"06/21/2017, District 6",,,,,0.048,44.0,,,4.5,19.0,,
"06/21/2017, Eastlake",,,,,0.05,46.0,,,,,1.0,1.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,6.1,25.0,2.0,3.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,6.1,25.0,2.0,3.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,5.0,21.0,2.0,3.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,5.0,21.0,2.0,3.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,6.6,28.0,2.0,3.0
"06/21/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.041,38.0,14.0,13.0,6.6,28.0,2.0,3.0
"06/21/2017, Galleria",0.2,2.0,,,,,,,,,,
"06/21/2017, Harvard Yards",,,,,,,,,8.2,34.0,4.0,6.0
"06/21/2017, Mayfield",,,,,0.047,44.0,,,,,,
"06/21/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/21/2017, Notre Dame",,,,,0.053,49.0,,,,,,
"06/21/2017, Painesville",,,,,0.048,44.0,,,4.2,18.0,2.0,3.0
"06/21/2017, Painesville",,,,,0.048,44.0,,,4.9,20.0,2.0,3.0
"06/21/2017, Sheffield",,,,,0.047,44.0,,,,,,
"06/21/2017, St Theodosius",,,,,,,19.0,18.0,5.9,25.0,0.0,0.0
"06/21/2017, St Theodosius",,,,,,,19.0,18.0,5.8,24.0,0.0,0.0
"06/22/2017, Barr School",,,,,,,,,6.0,25.0,,
"06/22/2017, Berea BOE",,,,,0.042,39.0,,,,,,
"06/22/2017, Chippewa",,,,,0.052,48.0,,,7.0,29.0,,
"06/22/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"06/22/2017, Cleveland Near Road",0.3,3.0,26.0,25.0,,,,,,,,
"06/22/2017, District 6",,,,,0.049,45.0,,,,,,
"06/22/2017, Eastlake",,,,,0.054,50.0,,,,,0.0,0.0
"06/22/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.044,41.0,37.0,34.0,7.8,33.0,4.0,6.0
"06/22/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.044,41.0,37.0,34.0,7.8,33.0,4.0,6.0
"06/22/2017, Galleria",0.4,5.0,,,,,,,,,,
"06/22/2017, Harvard Yards",,,,,,,,,,,3.0,4.0
"06/22/2017, Mayfield",,,,,0.053,49.0,,,,,,
"06/22/2017, Mentor",0.3,3.0,,,,,,,,,,
"06/22/2017, Notre Dame",,,,,0.055,51.0,,,,,,
"06/22/2017, Painesville",,,,,0.053,49.0,,,10.1,42.0,1.0,1.0
"06/22/2017, Sheffield",,,,,0.049,45.0,,,,,,
"06/22/2017, St Theodosius",,,,,,,25.0,23.0,,,5.0,7.0
"06/23/2017, Barr School",,,,,,,,,1.3,5.0,,
"06/23/2017, Berea BOE",,,,,0.023,21.0,,,,,,
"06/23/2017, Chippewa",,,,,0.029,27.0,,,2.2,9.0,,
"06/23/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"06/23/2017, Cleveland Near Road",0.2,2.0,12.0,11.0,,,,,,,,
"06/23/2017, District 6",,,,,0.031,29.0,,,,,,
"06/23/2017, Eastlake",,,,,0.036,33.0,,,,,0.0,0.0
"06/23/2017, GT Craig NCore",0.3,3.0,11.0,10.0,0.028,26.0,10.0,9.0,-2.9,0.0,0.0,0.0
"06/23/2017, GT Craig NCore",0.3,3.0,11.0,10.0,0.028,26.0,10.0,9.0,-2.9,0.0,0.0,0.0
"06/23/2017, Galleria",0.7,8.0,,,,,,,,,,
"06/23/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"06/23/2017, Mayfield",,,,,0.03,28.0,,,,,,
"06/23/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/23/2017, Notre Dame",,,,,0.031,29.0,,,,,,
"06/23/2017, Painesville",,,,,0.034,31.0,,,3.6,15.0,1.0,1.0
"06/23/2017, Sheffield",,,,,0.031,29.0,,,,,,
"06/23/2017, St Theodosius",,,,,,,12.0,11.0,,,0.0,0.0
"06/24/2017, Barr School",,,,,,,11.0,10.0,4.6,19.0,,
"06/24/2017, Barr School",,,,,,,11.0,10.0,4.4,18.0,,
"06/24/2017, Barr School",,,,,,,11.0,10.0,2.8,12.0,,
"06/24/2017, Berea BOE",,,,,0.042,39.0,,,,,,
"06/24/2017, Brookpark",,,,,,,12.0,11.0,5.3,22.0,,
"06/24/2017, Chippewa",,,,,0.042,39.0,,,4.2,18.0,,
"06/24/2017, Chippewa",,,,,0.042,39.0,,,4.7,20.0,,
"06/24/2017, Cleveland Fire St13",,,,,,,31.0,29.0,12.2,51.0,0.0,0.0
"06/24/2017, Cleveland Fire St13",,,,,,,32.0,30.0,12.2,51.0,0.0,0.0
"06/24/2017, Cleveland Near Road",0.2,2.0,16.0,15.0,,,,,5.3,22.0,,
"06/24/2017, District 6",,,,,0.047,44.0,,,4.4,18.0,,
"06/24/2017, Eastlake",,,,,0.047,44.0,,,,,0.0,0.0
"06/24/2017, FAIRPORT HIGH SCHOOL",,,,,,,12.0,11.0,,,,
"06/24/2017, FAIRPORT HIGH SCHOOL",,,,,,,13.0,12.0,,,,
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,5.0,21.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,5.0,21.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,0.9,4.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,0.9,4.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,5.4,23.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,15.0,14.0,5.4,23.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,5.0,21.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,5.0,21.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,0.9,4.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,0.9,4.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,5.4,23.0,0.0,0.0
"06/24/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,5.4,23.0,0.0,0.0
"06/24/2017, Galleria",0.7,8.0,,,,,,,,,,
"06/24/2017, Harvard Yards",,,,,,,14.0,13.0,5.0,21.0,2.0,3.0
"06/24/2017, Harvard Yards",,,,,,,14.0,13.0,7.0,29.0,2.0,3.0
"06/24/2017, Mayfield",,,,,0.046,43.0,,,,,,
"06/24/2017, Mentor",0.3,3.0,,,,,,,,,,
"06/24/2017, Notre Dame",,,,,0.047,44.0,,,,,,
"06/24/2017, Painesville",,,,,0.046,43.0,,,4.8,20.0,1.0,1.0
"06/24/2017, Painesville",,,,,0.046,43.0,,,4.7,20.0,1.0,1.0
"06/24/2017, Painesville",,,,,0.046,43.0,,,4.7,20.0,1.0,1.0
"06/24/2017, Sheffield",,,,,0.043,40.0,,,,,,
"06/24/2017, St Theodosius",,,,,,,13.0,12.0,4.6,19.0,0.0,0.0
"06/24/2017, St Theodosius",,,,,,,13.0,12.0,4.7,20.0,0.0,0.0
"06/25/2017, Barr School",,,,,,,,,1.9,8.0,,
"06/25/2017, Berea BOE",,,,,0.043,40.0,,,,,,
"06/25/2017, Chippewa",,,,,0.043,40.0,,,4.0,17.0,,
"06/25/2017, Cleveland Fire St13",,,,,,,,,,,2.0,3.0
"06/25/2017, Cleveland Near Road",0.2,2.0,14.0,13.0,,,,,,,,
"06/25/2017, District 6",,,,,0.048,44.0,,,,,,
"06/25/2017, Eastlake",,,,,0.048,44.0,,,,,0.0,0.0
"06/25/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.043,40.0,12.0,11.0,0.8,3.0,0.0,0.0
"06/25/2017, GT Craig NCore",0.2,2.0,9.0,8.0,0.043,40.0,12.0,11.0,0.8,3.0,0.0,0.0
"06/25/2017, Galleria",0.5,6.0,,,,,,,,,,
"06/25/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"06/25/2017, Mayfield",,,,,0.047,44.0,,,,,,
"06/25/2017, Mentor",0.3,3.0,,,,,,,,,,
"06/25/2017, Notre Dame",,,,,0.049,45.0,,,,,,
"06/25/2017, Painesville",,,,,0.048,44.0,,,4.6,19.0,1.0,1.0
"06/25/2017, Sheffield",,,,,0.043,40.0,,,,,,
"06/25/2017, St Theodosius",,,,,,,11.0,10.0,,,0.0,0.0
"06/26/2017, Barr School",,,,,,,,,1.8,8.0,,
"06/26/2017, Berea BOE",,,,,0.037,34.0,,,,,,
"06/26/2017, Chippewa",,,,,0.04,37.0,,,2.9,12.0,,
"06/26/2017, Cleveland Fire St13",,,,,,,,,,,1.0,1.0
"06/26/2017, Cleveland Near Road",0.2,2.0,20.0,19.0,,,,,,,,
"06/26/2017, District 6",,,,,0.041,38.0,,,,,,
"06/26/2017, Eastlake",,,,,0.042,39.0,,,,,0.0,0.0
"06/26/2017, GT Craig NCore",0.2,2.0,11.0,10.0,,,13.0,12.0,1.5,6.0,0.0,0.0
"06/26/2017, GT Craig NCore",0.2,2.0,11.0,10.0,,,13.0,12.0,1.5,6.0,0.0,0.0
"06/26/2017, Galleria",0.5,6.0,,,,,,,,,,
"06/26/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"06/26/2017, Mayfield",,,,,0.041,38.0,,,,,,
"06/26/2017, Mentor",0.3,3.0,,,,,,,,,,
"06/26/2017, Notre Dame",,,,,0.041,38.0,,,,,,
"06/26/2017, Painesville",,,,,0.042,39.0,,,4.5,19.0,1.0,1.0
"06/26/2017, Sheffield",,,,,0.039,36.0,,,,,,
"06/26/2017, St Theodosius",,,,,,,14.0,13.0,,,0.0,0.0
"06/27/2017, Barr School",,,,,,,,,2.8,12.0,,
"06/27/2017, Barr School",,,,,,,,,1.4,6.0,,
"06/27/2017, Berea BOE",,,,,0.033,31.0,,,,,,
"06/27/2017, Brookpark",,,,,,,,,2.8,12.0,,
"06/27/2017, Chippewa",,,,,0.037,34.0,,,3.2,13.0,,
"06/27/2017, Chippewa",,,,,0.037,34.0,,,3.0,13.0,,
"06/27/2017, Cleveland Fire St13",,,,,,,,,6.5,27.0,0.0,0.0
"06/27/2017, Cleveland Near Road",0.2,2.0,19.0,18.0,,,,,4.2,18.0,,
"06/27/2017, District 6",,,,,0.037,34.0,,,3.7,15.0,,
"06/27/2017, Eastlake",,,,,0.038,35.0,,,,,0.0,0.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,4.3,18.0,8.0,11.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,4.3,18.0,8.0,11.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,1.9,8.0,8.0,11.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,1.9,8.0,8.0,11.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,4.2,18.0,8.0,11.0
"06/27/2017, GT Craig NCore",0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,4.2,18.0,8.0,11.0
"06/27/2017, Galleria",0.2,2.0,,,,,,,,,,
"06/27/2017, Harvard Yards",,,,,,,,,4.4,18.0,1.0,1.0
"06/27/2017, Mayfield",,,,,0.037,34.0,,,,,,
"06/27/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/27/2017, Notre Dame",,,,,0.037,34.0,,,,,,
"06/27/2017, Painesville",,,,,0.039,36.0,,,3.3,14.0,1.0,1.0
"06/27/2017, Painesville",,,,,0.039,36.0,,,3.6,15.0,1.0,1.0
"06/27/2017, Sheffield",,,,,0.034,31.0,,,,,,
"06/27/2017, St Theodosius",,,,,,,12.0,11.0,3.5,15.0,3.0,4.0
"06/27/2017, St Theodosius",,,,,,,12.0,11.0,3.3,14.0,3.0,4.0
"06/28/2017, Barr School",,,,,,,,,3.7,15.0,,
"06/28/2017, Berea BOE",,,,,0.05,46.0,,,,,,
"06/28/2017, Chippewa",,,,,0.053,49.0,,,4.5,19.0,,
"06/28/2017, Cleveland Fire St13",,,,,,,,,,,1.0,1.0
"06/28/2017, Cleveland Near Road",0.2,2.0,23.0,22.0,,,,,,,,
"06/28/2017, District 6",,,,,0.05,46.0,,,,,,
"06/28/2017, Eastlake",,,,,0.052,48.0,,,,,0.0,0.0
"06/28/2017, GT Craig NCore",0.2,2.0,16.0,15.0,0.047,44.0,24.0,22.0,3.1,13.0,7.0,10.0
"06/28/2017, GT Craig NCore",0.2,2.0,16.0,15.0,0.047,44.0,24.0,22.0,3.1,13.0,7.0,10.0
"06/28/2017, Galleria",0.3,3.0,,,,,,,,,,
"06/28/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"06/28/2017, Mayfield",,,,,0.052,48.0,,,,,,
"06/28/2017, Mentor",0.2,2.0,,,,,,,,,,
"06/28/2017, Notre Dame",,,,,0.05,46.0,,,,,,
"06/28/2017, Painesville",,,,,0.051,47.0,,,6.5,27.0,1.0,1.0
"06/28/2017, Sheffield",,,,,0.054,50.0,,,,,,
"06/28/2017, St Theodosius",,,,,,,19.0,18.0,,,1.0,1.0
"06/29/2017, Barr School",,,,,,,,,5.9,25.0,,
"06/29/2017, Berea BOE",,,,,0.053,49.0,,,,,,
"06/29/2017, Chippewa",,,,,0.056,54.0,,,7.6,32.0,,
"06/29/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"06/29/2017, Cleveland Near Road",0.2,2.0,14.0,13.0,,,,,,,,
"06/29/2017, District 6",,,,,0.057,58.0,,,,,,
"06/29/2017, Eastlake",,,,,0.059,64.0,,,,,1.0,1.0
"06/29/2017, GT Craig NCore",0.2,2.0,22.0,21.0,0.052,48.0,36.0,33.0,4.7,20.0,7.0,10.0
"06/29/2017, GT Craig NCore",0.2,2.0,22.0,21.0,0.052,48.0,36.0,33.0,4.7,20.0,7.0,10.0
"06/29/2017, Galleria",0.4,5.0,,,,,,,,,,
"06/29/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"06/29/2017, Mayfield",,,,,0.059,64.0,,,,,,
"06/29/2017, Mentor",0.1,1.0,,,,,,,,,,
"06/29/2017, Notre Dame",,,,,0.058,61.0,,,,,,
"06/29/2017, Painesville",,,,,0.059,64.0,,,10.1,42.0,2.0,3.0
"06/29/2017, Sheffield",,,,,0.054,50.0,,,,,,
"06/29/2017, St Theodosius",,,,,,,25.0,23.0,,,12.0,17.0
"06/30/2017, Barr School",,,,,,,8.0,7.0,4.5,19.0,,
"06/30/2017, Barr School",,,,,,,8.0,7.0,3.5,15.0,,
"06/30/2017, Barr School",,,,,,,8.0,7.0,2.7,11.0,,
"06/30/2017, Berea BOE",,,,,0.041,38.0,,,,,,
"06/30/2017, Brookpark",,,,,,,11.0,10.0,5.3,22.0,,
"06/30/2017, Chippewa",,,,,0.042,39.0,,,5.7,24.0,,
"06/30/2017, Chippewa",,,,,0.042,39.0,,,5.5,23.0,,
"06/30/2017, Cleveland Fire St13",,,,,,,19.0,18.0,7.2,30.0,0.0,0.0
"06/30/2017, Cleveland Fire St13",,,,,,,19.0,18.0,7.2,30.0,0.0,0.0
"06/30/2017, Cleveland Near Road",0.2,2.0,16.0,15.0,,,,,5.3,22.0,,
"06/30/2017, District 6",,,,,0.049,45.0,,,5.2,22.0,,
"06/30/2017, Eastlake",,,,,0.053,49.0,,,,,0.0,0.0
"06/30/2017, FAIRPORT HIGH SCHOOL",,,,,,,12.0,11.0,,,,
"06/30/2017, FAIRPORT HIGH SCHOOL",,,,,,,11.0,10.0,,,,
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,6.0,25.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,6.0,25.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,2.3,10.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,2.3,10.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,7.0,29.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,22.0,20.0,7.0,29.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,6.0,25.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,6.0,25.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,2.3,10.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,2.3,10.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,7.0,29.0,1.0,1.0
"06/30/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,7.0,29.0,1.0,1.0
"06/30/2017, Galleria",0.5,6.0,,,,,,,,,,
"06/30/2017, Harvard Yards",,,,,,,27.0,25.0,9.9,41.0,3.0,4.0
"06/30/2017, Harvard Yards",,,,,,,27.0,25.0,8.5,35.0,3.0,4.0
"06/30/2017, Mayfield",,,,,0.054,50.0,,,,,,
"06/30/2017, Mentor",0.0,0.0,,,,,,,,,,
"06/30/2017, Notre Dame",,,,,0.052,48.0,,,,,,
"06/30/2017, Painesville",,,,,0.053,49.0,,,4.9,20.0,1.0,1.0
"06/30/2017, Painesville",,,,,0.053,49.0,,,4.7,20.0,1.0,1.0
"06/30/2017, Painesville",,,,,0.053,49.0,,,5.2,22.0,1.0,1.0
"06/30/2017, Sheffield",,,,,0.046,43.0,,,,,,
"06/30/2017, St Theodosius",,,,,,,19.0,18.0,9.1,38.0,0.0,0.0
"06/30/2017, St Theodosius",,,,,,,19.0,18.0,7.4,31.0,0.0,0.0
"07/01/2017, Barr School",,,,,,,,,4.1,17.0,,
"07/01/2017, Berea BOE",,,,,0.043,40.0,,,,,,
"07/01/2017, Chippewa",,,,,0.045,42.0,,,4.3,18.0,,
"07/01/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"07/01/2017, Cleveland Near Road",0.2,2.0,12.0,11.0,,,,,,,,
"07/01/2017, District 6",,,,,0.051,47.0,,,,,,
"07/01/2017, Eastlake",,,,,0.055,51.0,,,,,0.0,0.0
"07/01/2017, GT Craig NCore",0.2,2.0,24.0,23.0,0.044,41.0,13.0,12.0,3.4,14.0,2.0,3.0
"07/01/2017, GT Craig NCore",0.2,2.0,24.0,23.0,0.044,41.0,13.0,12.0,3.4,14.0,1.9,1.0
"07/01/2017, Galleria",0.1,1.0,,,,,,,,,,
"07/01/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"07/01/2017, Mayfield",,,,,0.054,50.0,,,,,,
"07/01/2017, Mentor",0.0,0.0,,,,,,,,,,
"07/01/2017, Notre Dame",,,,,0.051,47.0,,,,,,
"07/01/2017, Painesville",,,,,0.054,50.0,,,5.2,22.0,1.0,1.0
"07/01/2017, Sheffield",,,,,0.047,44.0,,,,,,
"07/01/2017, St Theodosius",,,,,,,,,,,0.0,0.0
"07/02/2017, Barr School",,,,,,,,,6.0,25.0,,
"07/02/2017, Berea BOE",,,,,0.052,48.0,,,,,,
"07/02/2017, Chippewa",,,,,0.052,48.0,,,6.2,26.0,,
"07/02/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"07/02/2017, Cleveland Near Road",0.3,3.0,18.0,17.0,,,,,,,,
"07/02/2017, District 6",,,,,0.059,64.0,,,,,,
"07/02/2017, Eastlake",,,,,0.061,71.0,,,,,0.0,0.0
"07/02/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.053,49.0,18.0,17.0,4.3,18.0,0.0,0.0
"07/02/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.053,49.0,18.0,17.0,4.3,18.0,0.5,0.0
"07/02/2017, Galleria",0.0,0.0,,,,,,,,,,
"07/02/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"07/02/2017, Mayfield",,,,,0.059,64.0,,,,,,
"07/02/2017, Mentor",0.0,0.0,,,,,,,,,,
"07/02/2017, Notre Dame",,,,,0.059,64.0,,,,,,
"07/02/2017, Painesville",,,,,0.059,64.0,,,8.0,33.0,1.0,1.0
"07/02/2017, Sheffield",,,,,0.054,50.0,,,,,,
"07/02/2017, St Theodosius",,,,,,,16.0,15.0,,,0.0,0.0
"07/03/2017, Barr School",,,,,,,,,5.2,22.0,,
"07/03/2017, Barr School",,,,,,,,,4.3,18.0,,
"07/03/2017, Berea BOE",,,,,0.052,48.0,,,,,,
"07/03/2017, Brookpark",,,,,,,,,7.3,30.0,,
"07/03/2017, Chippewa",,,,,0.056,54.0,,,7.7,32.0,,
"07/03/2017, Chippewa",,,,,0.056,54.0,,,7.0,29.0,,
"07/03/2017, Cleveland Fire St13",,,,,,,,,11.3,47.0,3.0,4.0
"07/03/2017, Cleveland Near Road",0.2,2.0,11.0,10.0,,,,,7.2,30.0,,
"07/03/2017, District 6",,,,,0.048,44.0,,,7.4,31.0,,
"07/03/2017, Eastlake",,,,,0.05,46.0,,,,,0.0,0.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,7.0,29.0,4.0,6.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,7.0,29.0,4.2,6.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,4.3,18.0,4.0,6.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,4.3,18.0,4.2,6.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,7.3,30.0,4.0,6.0
"07/03/2017, GT Craig NCore",,,15.0,14.0,0.043,40.0,16.0,15.0,7.3,30.0,4.2,6.0
