date_county,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
"06/30/2017, Medina",5.5,23
"07/01/2017, Medina",4.3,18
"07/02/2017, Medina",6.2,26
"07/03/2017, Medina",7.0,29
"07/04/2017, Medina",6.5,27
"07/05/2017, Medina",9.1,38
"07/06/2017, Medina",10.1,42
"07/07/2017, Medina",6.0,25
"07/08/2017, Medina",5.5,23
"07/09/2017, Medina",8.6,36
"07/11/2017, Medina",19.4,66
"07/12/2017, Medina",12.5,52
"07/13/2017, Medina",20.4,68
"07/14/2017, Medina",8.7,36
"07/15/2017, Medina",7.1,30
"07/16/2017, Medina",7.2,30
"07/17/2017, Medina",17.8,63
"07/18/2017, Medina",10.9,45
"07/19/2017, Medina",12.8,52
"07/20/2017, Medina",8.1,34
"07/21/2017, Medina",7.7,32
"07/22/2017, Medina",9.1,38
"07/23/2017, Medina",5.3,22
"07/24/2017, Medina",4.3,18
"07/25/2017, Medina",12.3,51
"07/26/2017, Medina",7.2,30
"07/27/2017, Medina",6.5,27
"07/28/2017, Medina",8.3,35
"07/29/2017, Medina",5.0,21
"07/30/2017, Medina",8.7,36
"07/31/2017, Medina",7.4,31
"08/01/2017, Medina",8.5,35
"08/02/2017, Medina",9.3,39
"08/03/2017, Medina",10.2,43
"08/04/2017, Medina",7.4,31
"08/05/2017, Medina",4.0,17
"08/06/2017, Medina",5.4,23
"08/07/2017, Medina",7.2,30
"08/08/2017, Medina",7.3,30
"08/09/2017, Medina",11.1,46
"08/10/2017, Medina",13.0,53
"08/11/2017, Medina",11.5,48
"08/12/2017, Medina",8.5,35
"08/13/2017, Medina",6.4,27
"08/14/2017, Medina",7.7,32
"08/15/2017, Medina",10.6,44
"08/16/2017, Medina",8.5,35
"08/17/2017, Medina",10.4,43
"08/18/2017, Medina",4.9,20
"08/19/2017, Medina",6.7,28
"08/20/2017, Medina",10.8,45
"08/21/2017, Medina",11.7,49
"08/22/2017, Medina",9.6,40
"08/23/2017, Medina",6.6,28
"08/24/2017, Medina",6.5,27
"08/25/2017, Medina",5.2,22
"08/26/2017, Medina",7.1,30
"08/27/2017, Medina",10.2,43
"08/28/2017, Medina",11.0,46
"08/29/2017, Medina",10.6,44
"08/30/2017, Medina",11.6,48
"08/31/2017, Medina",9.3,39
"09/01/2017, Medina",3.7,15
"09/02/2017, Medina",5.9,25
"09/03/2017, Medina",9.3,39
"09/04/2017, Medina",14.6,56
"09/05/2017, Medina",10.6,44
"09/06/2017, Medina",5.2,22
"09/07/2017, Medina",2.9,12
"09/08/2017, Medina",3.4,14
"09/09/2017, Medina",4.9,20
"09/10/2017, Medina",4.9,20
"09/11/2017, Medina",4.8,20
"09/12/2017, Medina",5.9,25
"09/13/2017, Medina",5.7,24
"09/14/2017, Medina",3.5,15
"09/15/2017, Medina",4.8,20
"09/16/2017, Medina",11.4,48
"09/17/2017, Medina",9.4,39
"09/18/2017, Medina",8.7,36
"09/19/2017, Medina",12.6,52
"09/20/2017, Medina",9.9,41
"09/21/2017, Medina",11.3,47
"09/22/2017, Medina",10.6,44
"09/23/2017, Medina",10.3,43
"09/24/2017, Medina",10.6,44
"09/25/2017, Medina",10.5,44
"09/26/2017, Medina",9.3,39
"09/27/2017, Medina",10.9,45
"09/28/2017, Medina",3.3,14
"09/29/2017, Medina",5.4,23
"09/30/2017, Medina",3.4,14
"10/01/2017, Medina",5.9,25
"10/02/2017, Medina",5.8,24
"10/03/2017, Medina",5.8,24
"10/04/2017, Medina",7.0,29
"10/05/2017, Medina",4.9,20
"10/06/2017, Medina",10.1,42
"10/07/2017, Medina",9.0,38
"10/08/2017, Medina",2.8,12
"10/09/2017, Medina",2.4,10
"10/10/2017, Medina",7.7,32
"10/11/2017, Medina",8.5,35
"10/12/2017, Medina",4.2,18
"10/13/2017, Medina",7.7,32
"10/14/2017, Medina",9.4,39
"10/15/2017, Medina",6.2,26
"10/16/2017, Medina",3.5,15
"10/17/2017, Medina",6.5,27
"10/18/2017, Medina",5.3,22
"10/19/2017, Medina",8.0,33
"10/20/2017, Medina",8.4,35
"10/21/2017, Medina",13.2,53
"10/22/2017, Medina",11.1,46
"10/23/2017, Medina",6.2,26
"10/24/2017, Medina",3.1,13
"10/25/2017, Medina",4.2,18
"10/26/2017, Medina",5.2,22
"10/27/2017, Medina",8.0,33
"10/28/2017, Medina",5.1,21
"10/29/2017, Medina",4.8,20
"10/30/2017, Medina",4.9,20
"10/31/2017, Medina",4.6,19
"11/01/2017, Medina",8.1,34
"11/02/2017, Medina",8.3,35
"11/03/2017, Medina",5.7,24
"11/04/2017, Medina",6.3,26
"11/05/2017, Medina",7.6,32
"11/06/2017, Medina",4.0,17
"11/07/2017, Medina",5.6,23
"11/08/2017, Medina",7.0,29
"11/09/2017, Medina",9.5,40
"11/10/2017, Medina",4.7,20
"11/11/2017, Medina",10.1,42
"11/12/2017, Medina",19.3,66
"11/13/2017, Medina",13.4,54
"11/14/2017, Medina",14.0,55
"11/15/2017, Medina",11.5,48
"11/16/2017, Medina",5.4,23
"11/17/2017, Medina",5.7,24
"11/18/2017, Medina",5.8,24
"11/19/2017, Medina",4.4,18
"11/20/2017, Medina",7.7,32
"11/21/2017, Medina",5.6,23
"11/22/2017, Medina",5.2,22
"11/23/2017, Medina",8.8,37
"11/24/2017, Medina",8.5,35
"11/25/2017, Medina",5.1,21
"11/26/2017, Medina",4.2,18
"11/27/2017, Medina",10.8,45
"11/28/2017, Medina",6.9,29
"11/29/2017, Medina",7.0,29
"11/30/2017, Medina",10.6,44
"12/01/2017, Medina",7.3,30
"12/02/2017, Medina",17.2,62
"12/03/2017, Medina",18.0,63
"12/04/2017, Medina",15.0,57
"12/05/2017, Medina",6.7,28
"12/06/2017, Medina",8.6,36
"12/07/2017, Medina",7.2,30
"12/08/2017, Medina",9.0,38
"12/09/2017, Medina",13.6,54
"12/10/2017, Medina",11.7,49
"12/11/2017, Medina",10.7,45
"12/12/2017, Medina",7.5,31
"12/13/2017, Medina",6.9,29
"12/14/2017, Medina",9.7,40
"12/15/2017, Medina",16.9,61
"12/16/2017, Medina",11.1,46
"12/17/2017, Medina",17.5,62
"12/18/2017, Medina",13.3,54
"12/19/2017, Medina",13.6,54
"12/20/2017, Medina",8.3,35
"12/21/2017, Medina",7.5,31
"12/22/2017, Medina",9.0,38
"12/23/2017, Medina",9.2,38
"12/24/2017, Medina",15.7,59
"12/25/2017, Medina",8.2,34
"12/26/2017, Medina",8.7,36
"12/27/2017, Medina",12.0,50
"12/28/2017, Medina",13.8,55
"12/29/2017, Medina",16.5,60
"12/30/2017, Medina",13.9,55
"12/31/2017, Medina",10.3,43
